Wind Direction(compass),Wind Gust(mph),Screen Relative Humidity(%),Pressure(hpa),Wind Speed(mph),Temperature(C),Visibility(m),Weather Type,Pressure Tendency,Dew Point(C),Minutes Since 12o Clock,day,month,year,Wind Direction(compass) (t+1),Pressure(hpa) (t+1),Wind Speed(mph) (t+1),Temperature(C) (t+1),Visibility(m) (t+1),Weather Type (t+1)
9,15.0,94.1,1026.0,7.0,9.8,40000.0,8,0,8.9,540,25,1,2024,9.0,1025.0,7.0,10.5,20000.0,8.0
9,13.0,94.7,1025.0,7.0,10.5,20000.0,8,0,9.7,600,25,1,2024,10.0,1025.0,10.0,11.4,18000.0,8.0
10,15.0,91.6,1025.0,10.0,11.4,18000.0,8,0,10.1,660,25,1,2024,11.0,1024.0,11.0,12.8,24000.0,8.0
11,18.0,83.4,1024.0,11.0,12.8,24000.0,8,0,10.1,720,25,1,2024,10.0,1024.0,11.0,13.5,30000.0,8.0
10,19.0,79.1,1024.0,11.0,13.5,30000.0,8,0,10.0,780,25,1,2024,10.0,1023.0,14.0,12.9,30000.0,8.0
10,22.0,80.1,1023.0,14.0,12.9,30000.0,8,0,9.6,840,25,1,2024,10.0,1023.0,13.0,12.8,35000.0,8.0
10,22.0,79.0,1023.0,13.0,12.8,35000.0,8,0,9.3,900,25,1,2024,10.0,1023.0,10.0,12.5,40000.0,8.0
10,18.0,81.2,1023.0,10.0,12.5,40000.0,8,0,9.4,960,25,1,2024,10.0,1023.0,10.0,12.5,40000.0,8.0
10,18.0,81.2,1023.0,10.0,12.5,40000.0,8,0,9.4,960,25,1,2024,10.0,1022.0,13.0,12.0,50000.0,8.0
10,21.0,82.8,1022.0,13.0,12.0,50000.0,8,0,9.2,1020,25,1,2024,10.0,1022.0,13.0,11.8,55000.0,8.0
10,19.0,85.1,1022.0,13.0,11.8,55000.0,8,0,9.4,1080,25,1,2024,9.0,1022.0,11.0,11.7,35000.0,8.0
9,22.0,88.1,1022.0,11.0,11.7,35000.0,8,0,9.8,1140,25,1,2024,9.0,1021.0,11.0,11.8,30000.0,8.0
9,21.0,89.2,1021.0,11.0,11.8,30000.0,8,0,10.1,1200,25,1,2024,10.0,1020.0,16.0,11.9,22000.0,8.0
10,23.0,91.0,1020.0,16.0,11.9,22000.0,8,0,10.5,1260,25,1,2024,10.0,1020.0,15.0,12.1,22000.0,8.0
10,24.0,93.6,1020.0,15.0,12.1,22000.0,8,0,11.1,1320,25,1,2024,10.0,1019.0,16.0,12.4,30000.0,8.0
10,26.0,91.1,1019.0,16.0,12.4,30000.0,8,0,11.0,1380,25,1,2024,10.0,1019.0,18.0,12.5,30000.0,8.0
10,28.0,89.9,1019.0,18.0,12.5,30000.0,8,0,10.9,0,26,1,2024,9.0,1017.0,15.0,12.3,7000.0,8.0
9,29.0,94.8,1017.0,15.0,12.3,7000.0,8,0,11.5,60,26,1,2024,10.0,1017.0,19.0,12.3,10000.0,12.0
10,28.0,95.5,1017.0,19.0,12.3,10000.0,12,0,11.6,120,26,1,2024,10.0,1017.0,18.0,12.3,8000.0,11.0
10,28.0,92.9,1017.0,18.0,12.3,8000.0,11,0,11.2,180,26,1,2024,11.0,1016.0,16.0,12.6,60000.0,8.0
11,29.0,88.7,1016.0,16.0,12.6,60000.0,8,0,10.8,240,26,1,2024,11.0,1017.0,22.0,12.1,5000.0,12.0
11,33.0,90.4,1017.0,22.0,12.1,5000.0,12,1,10.6,300,26,1,2024,13.0,1019.0,22.0,10.7,30000.0,8.0
13,40.0,73.4,1019.0,22.0,10.7,30000.0,8,1,6.2,360,26,1,2024,13.0,1022.0,16.0,9.5,50000.0,2.0
13,36.0,62.5,1022.0,16.0,9.5,50000.0,2,1,2.8,420,26,1,2024,13.0,1024.0,14.0,8.0,45000.0,1.0
13,29.0,61.6,1024.0,14.0,8.0,45000.0,1,1,1.2,480,26,1,2024,13.0,1026.0,13.0,7.1,40000.0,1.0
13,23.0,67.0,1026.0,13.0,7.1,40000.0,1,1,1.5,540,26,1,2024,13.0,1028.0,13.0,8.0,30000.0,1.0
13,24.0,58.9,1028.0,13.0,8.0,30000.0,1,1,0.6,600,26,1,2024,13.0,1029.0,13.0,8.6,27000.0,1.0
13,24.0,54.4,1029.0,13.0,8.6,27000.0,1,1,0.1,660,26,1,2024,13.0,1030.0,13.0,9.2,30000.0,1.0
13,24.0,50.9,1030.0,13.0,9.2,30000.0,1,1,-0.2,720,26,1,2024,13.0,1030.0,14.0,9.5,35000.0,1.0
13,23.0,47.4,1030.0,14.0,9.5,35000.0,1,1,-0.9,780,26,1,2024,13.0,1031.0,14.0,9.6,35000.0,1.0
13,24.0,49.2,1031.0,14.0,9.6,35000.0,1,1,-0.3,840,26,1,2024,13.0,1031.0,13.0,9.5,35000.0,1.0
13,22.0,50.7,1031.0,13.0,9.5,35000.0,1,1,0.0,900,26,1,2024,13.0,1032.0,8.0,8.8,35000.0,1.0
13,18.0,53.9,1032.0,8.0,8.8,35000.0,1,1,0.2,960,26,1,2024,13.0,1032.0,8.0,8.8,35000.0,1.0
13,18.0,53.9,1032.0,8.0,8.8,35000.0,1,1,0.2,960,26,1,2024,13.0,1033.0,8.0,7.1,30000.0,0.0
13,14.0,62.5,1033.0,8.0,7.1,30000.0,0,1,0.6,1020,26,1,2024,11.0,1034.0,7.0,6.6,29000.0,0.0
11,11.0,62.9,1034.0,7.0,6.6,29000.0,0,1,0.2,1080,26,1,2024,11.0,1034.0,9.0,6.3,27000.0,0.0
11,15.0,66.2,1034.0,9.0,6.3,27000.0,0,1,0.6,1140,26,1,2024,11.0,1034.0,8.0,5.7,25000.0,0.0
11,14.0,72.3,1034.0,8.0,5.7,25000.0,0,1,1.2,1200,26,1,2024,12.0,1034.0,9.0,4.4,22000.0,0.0
12,13.0,77.4,1034.0,9.0,4.4,22000.0,0,1,0.9,1260,26,1,2024,13.0,1035.0,5.0,5.1,22000.0,0.0
13,13.0,76.5,1035.0,5.0,5.1,22000.0,0,1,1.4,1320,26,1,2024,12.0,1035.0,6.0,2.4,22000.0,0.0
12,9.0,78.4,1035.0,6.0,2.4,22000.0,0,1,-0.9,1380,26,1,2024,10.0,1035.0,2.0,2.2,22000.0,0.0
10,7.0,84.4,1035.0,2.0,2.2,22000.0,0,1,-0.1,0,27,1,2024,9.0,1035.0,6.0,1.6,22000.0,0.0
9,8.0,83.7,1035.0,6.0,1.6,22000.0,0,0,-0.8,60,27,1,2024,9.0,1034.0,3.0,1.1,21000.0,0.0
9,8.0,88.1,1034.0,3.0,1.1,21000.0,0,0,-0.6,120,27,1,2024,9.0,1034.0,5.0,1.1,22000.0,0.0
9,7.0,88.1,1034.0,5.0,1.1,22000.0,0,0,-0.6,180,27,1,2024,10.0,1035.0,5.0,1.6,22000.0,8.0
10,9.0,90.8,1035.0,5.0,1.6,22000.0,8,0,0.3,240,27,1,2024,1.0,1034.0,0.0,0.5,23000.0,0.0
1,5.0,91.3,1034.0,0.0,0.5,23000.0,0,0,-0.7,300,27,1,2024,10.0,1034.0,3.0,0.1,23000.0,0.0
10,6.0,90.4,1034.0,3.0,0.1,23000.0,0,0,-1.1,360,27,1,2024,1.0,1034.0,1.0,1.4,22000.0,0.0
1,6.0,89.5,1034.0,1.0,1.4,22000.0,0,0,-0.1,420,27,1,2024,9.0,1034.0,6.0,1.7,21000.0,3.0
9,9.0,90.2,1034.0,6.0,1.7,21000.0,3,0,0.3,480,27,1,2024,8.0,1034.0,3.0,2.4,19000.0,8.0
8,10.0,90.9,1034.0,3.0,2.4,19000.0,8,1,1.1,540,27,1,2024,9.0,1034.0,7.0,3.9,19000.0,1.0
9,10.0,88.4,1034.0,7.0,3.9,19000.0,1,0,2.2,600,27,1,2024,9.0,1034.0,7.0,5.2,18000.0,7.0
9,11.0,86.7,1034.0,7.0,5.2,18000.0,7,1,3.2,660,27,1,2024,9.0,1034.0,6.0,7.3,21000.0,3.0
9,10.0,82.6,1034.0,6.0,7.3,21000.0,3,0,4.6,720,27,1,2024,9.0,1033.0,9.0,8.6,23000.0,1.0
9,15.0,76.0,1033.0,9.0,8.6,23000.0,1,0,4.7,780,27,1,2024,9.0,1032.0,11.0,8.6,22000.0,7.0
9,17.0,73.9,1032.0,11.0,8.6,22000.0,7,0,4.3,840,27,1,2024,9.0,1031.0,10.0,8.5,26000.0,3.0
9,18.0,70.7,1031.0,10.0,8.5,26000.0,3,0,3.6,900,27,1,2024,9.0,1031.0,8.0,7.8,26000.0,1.0
9,16.0,72.1,1031.0,8.0,7.8,26000.0,1,0,3.2,960,27,1,2024,9.0,1031.0,8.0,7.8,26000.0,1.0
9,16.0,72.1,1031.0,8.0,7.8,26000.0,1,0,3.2,960,27,1,2024,9.0,1031.0,8.0,7.0,23000.0,7.0
9,15.0,77.9,1031.0,8.0,7.0,23000.0,7,0,3.5,1020,27,1,2024,8.0,1031.0,7.0,5.9,19000.0,8.0
8,13.0,80.2,1031.0,7.0,5.9,19000.0,8,0,2.8,1080,27,1,2024,7.0,1030.0,9.0,6.0,21000.0,8.0
7,14.0,81.3,1030.0,9.0,6.0,21000.0,8,0,3.1,1140,27,1,2024,7.0,1030.0,9.0,5.2,20000.0,8.0
7,15.0,83.1,1030.0,9.0,5.2,20000.0,8,0,2.6,1200,27,1,2024,7.0,1030.0,7.0,4.9,21000.0,8.0
7,11.0,86.0,1030.0,7.0,4.9,21000.0,8,0,2.8,1260,27,1,2024,7.0,1029.0,7.0,4.0,22000.0,8.0
7,11.0,84.1,1029.0,7.0,4.0,22000.0,8,0,1.6,1320,27,1,2024,7.0,1028.0,9.0,4.7,22000.0,8.0
7,14.0,84.2,1028.0,9.0,4.7,22000.0,8,0,2.3,1380,27,1,2024,6.0,1028.0,6.0,2.8,21000.0,8.0
6,9.0,88.4,1028.0,6.0,2.8,21000.0,8,0,1.1,0,28,1,2024,6.0,1027.0,7.0,1.6,18000.0,0.0
6,9.0,91.5,1027.0,7.0,1.6,18000.0,0,0,0.4,60,28,1,2024,6.0,1026.0,7.0,1.5,17000.0,0.0
6,9.0,94.4,1026.0,7.0,1.5,17000.0,0,0,0.7,120,28,1,2024,6.0,1025.0,7.0,1.7,16000.0,7.0
6,9.0,95.7,1025.0,7.0,1.7,16000.0,7,0,1.1,180,28,1,2024,7.0,1025.0,7.0,2.0,16000.0,0.0
7,9.0,95.6,1025.0,7.0,2.0,16000.0,0,0,1.4,240,28,1,2024,6.0,1025.0,8.0,1.0,16000.0,2.0
6,9.0,94.2,1025.0,8.0,1.0,16000.0,2,0,0.2,300,28,1,2024,7.0,1024.0,8.0,2.7,19000.0,2.0
7,11.0,95.1,1024.0,8.0,2.7,19000.0,2,0,2.0,360,28,1,2024,6.0,1024.0,8.0,3.9,21000.0,0.0
6,13.0,91.0,1024.0,8.0,3.9,21000.0,0,0,2.6,420,28,1,2024,7.0,1023.0,9.0,4.6,20000.0,8.0
7,14.0,90.0,1023.0,9.0,4.6,20000.0,8,0,3.1,480,28,1,2024,7.0,1023.0,8.0,5.1,20000.0,3.0
7,13.0,89.9,1023.0,8.0,5.1,20000.0,3,0,3.6,540,28,1,2024,7.0,1022.0,8.0,6.5,17000.0,1.0
7,13.0,87.6,1022.0,8.0,6.5,17000.0,1,0,4.6,600,28,1,2024,8.0,1022.0,10.0,8.3,26000.0,1.0
8,17.0,80.5,1022.0,10.0,8.3,26000.0,1,0,5.2,660,28,1,2024,8.0,1022.0,8.0,9.2,25000.0,1.0
8,14.0,77.9,1022.0,8.0,9.2,25000.0,1,0,5.6,720,28,1,2024,9.0,1021.0,7.0,11.3,35000.0,1.0
9,13.0,69.5,1021.0,7.0,11.3,35000.0,1,0,6.0,780,28,1,2024,7.0,1020.0,7.0,11.6,30000.0,1.0
7,14.0,66.7,1020.0,7.0,11.6,30000.0,1,0,5.7,840,28,1,2024,8.0,1020.0,7.0,11.9,35000.0,1.0
8,13.0,69.2,1020.0,7.0,11.9,35000.0,1,0,6.5,900,28,1,2024,9.0,1019.0,8.0,10.9,35000.0,3.0
9,15.0,72.0,1019.0,8.0,10.9,35000.0,3,0,6.1,960,28,1,2024,9.0,1019.0,8.0,10.9,35000.0,3.0
9,15.0,72.0,1019.0,8.0,10.9,35000.0,3,0,6.1,960,28,1,2024,9.0,1020.0,11.0,9.8,40000.0,0.0
9,15.0,75.3,1020.0,11.0,9.8,40000.0,0,0,5.7,1020,28,1,2024,9.0,1020.0,8.0,9.0,35000.0,0.0
9,16.0,80.2,1020.0,8.0,9.0,35000.0,0,0,5.8,1080,28,1,2024,10.0,1021.0,10.0,8.6,23000.0,8.0
10,16.0,85.2,1021.0,10.0,8.6,23000.0,8,1,6.3,1140,28,1,2024,9.0,1020.0,7.0,8.3,18000.0,8.0
9,14.0,88.3,1020.0,7.0,8.3,18000.0,8,1,6.5,1200,28,1,2024,10.0,1021.0,8.0,8.2,16000.0,8.0
10,11.0,90.8,1021.0,8.0,8.2,16000.0,8,1,6.8,1260,28,1,2024,9.0,1021.0,7.0,8.4,14000.0,8.0
9,10.0,90.8,1021.0,7.0,8.4,14000.0,8,1,7.0,1320,28,1,2024,9.0,1022.0,7.0,8.5,10000.0,8.0
9,11.0,92.8,1022.0,7.0,8.5,10000.0,8,1,7.4,1380,28,1,2024,9.0,1021.0,7.0,8.5,11000.0,8.0
9,10.0,92.8,1021.0,7.0,8.5,11000.0,8,1,7.4,0,29,1,2024,9.0,1021.0,6.0,8.8,11000.0,8.0
9,10.0,93.4,1021.0,6.0,8.8,11000.0,8,1,7.8,60,29,1,2024,9.0,1022.0,8.0,9.2,14000.0,8.0
9,14.0,92.8,1022.0,8.0,9.2,14000.0,8,0,8.1,120,29,1,2024,10.0,1022.0,7.0,9.6,10000.0,8.0
10,13.0,92.7,1022.0,7.0,9.6,10000.0,8,1,8.5,180,29,1,2024,9.0,1021.0,5.0,9.7,7000.0,5.0
9,11.0,93.4,1021.0,5.0,9.7,7000.0,5,1,8.7,240,29,1,2024,9.0,1022.0,6.0,9.7,5000.0,5.0
9,8.0,94.7,1022.0,6.0,9.7,5000.0,5,2,8.9,300,29,1,2024,9.0,1022.0,7.0,10.1,6000.0,5.0
9,11.0,95.3,1022.0,7.0,10.1,6000.0,5,1,9.4,360,29,1,2024,8.0,1022.0,9.0,10.4,6000.0,5.0
8,15.0,94.7,1022.0,9.0,10.4,6000.0,5,1,9.6,420,29,1,2024,7.0,1022.0,9.0,10.0,5000.0,5.0
7,16.0,93.4,1022.0,9.0,10.0,5000.0,5,1,9.0,480,29,1,2024,8.0,1023.0,9.0,10.1,5000.0,5.0
8,15.0,94.0,1023.0,9.0,10.1,5000.0,5,1,9.2,540,29,1,2024,9.0,1023.0,7.0,10.3,7000.0,5.0
9,14.0,94.1,1023.0,7.0,10.3,7000.0,5,1,9.4,600,29,1,2024,9.0,1023.0,9.0,11.2,14000.0,8.0
9,15.0,91.0,1023.0,9.0,11.2,14000.0,8,1,9.8,660,29,1,2024,9.0,1022.0,10.0,11.4,17000.0,8.0
9,17.0,88.0,1022.0,10.0,11.4,17000.0,8,1,9.5,720,29,1,2024,9.0,1022.0,10.0,11.3,21000.0,7.0
9,17.0,86.8,1022.0,10.0,11.3,21000.0,7,0,9.2,780,29,1,2024,9.0,1022.0,9.0,11.8,23000.0,8.0
9,15.0,85.6,1022.0,9.0,11.8,23000.0,8,0,9.5,840,29,1,2024,8.0,1021.0,9.0,11.4,19000.0,8.0
8,16.0,86.9,1021.0,9.0,11.4,19000.0,8,0,9.3,900,29,1,2024,7.0,1021.0,7.0,10.8,14000.0,8.0
7,14.0,87.3,1021.0,7.0,10.8,14000.0,8,0,8.8,960,29,1,2024,7.0,1021.0,7.0,10.8,14000.0,8.0
7,14.0,87.3,1021.0,7.0,10.8,14000.0,8,0,8.8,960,29,1,2024,8.0,1021.0,9.0,11.1,14000.0,8.0
8,14.0,86.1,1021.0,9.0,11.1,14000.0,8,0,8.9,1020,29,1,2024,7.0,1021.0,8.0,10.9,13000.0,8.0
7,14.0,87.3,1021.0,8.0,10.9,13000.0,8,0,8.9,1080,29,1,2024,8.0,1022.0,7.0,11.0,15000.0,8.0
8,11.0,86.7,1022.0,7.0,11.0,15000.0,8,1,8.9,1140,29,1,2024,9.0,1021.0,11.0,11.6,20000.0,8.0
9,17.0,83.4,1021.0,11.0,11.6,20000.0,8,1,8.9,1200,29,1,2024,8.0,1021.0,14.0,12.1,24000.0,8.0
8,21.0,79.5,1021.0,14.0,12.1,24000.0,8,0,8.7,1260,29,1,2024,9.0,1021.0,13.0,12.0,19000.0,8.0
9,19.0,81.7,1021.0,13.0,12.0,19000.0,8,0,9.0,1320,29,1,2024,8.0,1021.0,11.0,12.0,16000.0,8.0
8,21.0,84.5,1021.0,11.0,12.0,16000.0,8,0,9.5,1380,29,1,2024,9.0,1021.0,11.0,12.2,16000.0,8.0
9,18.0,86.8,1021.0,11.0,12.2,16000.0,8,0,10.1,0,30,1,2024,10.0,1020.0,18.0,12.0,30000.0,8.0
10,36.0,83.3,1020.0,18.0,12.0,30000.0,8,0,9.3,60,30,1,2024,10.0,1021.0,18.0,10.5,55000.0,8.0
10,36.0,81.5,1021.0,18.0,10.5,55000.0,8,1,7.5,120,30,1,2024,11.0,1021.0,11.0,10.0,45000.0,8.0
11,23.0,85.5,1021.0,11.0,10.0,45000.0,8,0,7.7,180,30,1,2024,10.0,1021.0,14.0,9.5,40000.0,8.0
10,23.0,89.0,1021.0,14.0,9.5,40000.0,8,1,7.8,240,30,1,2024,11.0,1021.0,13.0,9.3,30000.0,11.0
11,18.0,93.3,1021.0,13.0,9.3,30000.0,11,1,8.3,300,30,1,2024,12.0,1022.0,17.0,8.0,45000.0,8.0
12,28.0,88.3,1022.0,17.0,8.0,45000.0,8,1,6.2,360,30,1,2024,12.0,1023.0,16.0,8.3,50000.0,8.0
12,24.0,84.0,1023.0,16.0,8.3,50000.0,8,1,5.8,420,30,1,2024,13.0,1025.0,15.0,8.1,75000.0,8.0
13,28.0,78.9,1025.0,15.0,8.1,75000.0,8,1,4.7,480,30,1,2024,13.0,1026.0,13.0,8.0,75000.0,8.0
13,22.0,79.3,1026.0,13.0,8.0,75000.0,8,1,4.7,540,30,1,2024,13.0,1027.0,13.0,8.4,75000.0,8.0
13,22.0,77.2,1027.0,13.0,8.4,75000.0,8,1,4.7,600,30,1,2024,13.0,1028.0,13.0,8.5,55000.0,8.0
13,21.0,70.4,1028.0,13.0,8.5,55000.0,8,1,3.5,660,30,1,2024,13.0,1029.0,13.0,8.4,65000.0,8.0
13,22.0,70.3,1029.0,13.0,8.4,65000.0,8,1,3.4,720,30,1,2024,14.0,1029.0,11.0,8.3,65000.0,8.0
14,19.0,70.8,1029.0,11.0,8.3,65000.0,8,1,3.4,780,30,1,2024,13.0,1030.0,9.0,8.5,75000.0,8.0
13,19.0,69.3,1030.0,9.0,8.5,75000.0,8,1,3.3,840,30,1,2024,14.0,1030.0,8.0,8.4,65000.0,8.0
14,17.0,70.7,1030.0,8.0,8.4,65000.0,8,1,3.5,900,30,1,2024,13.0,1031.0,7.0,8.3,65000.0,8.0
13,13.0,72.3,1031.0,7.0,8.3,65000.0,8,1,3.7,960,30,1,2024,13.0,1031.0,7.0,8.3,65000.0,8.0
13,13.0,72.3,1031.0,7.0,8.3,65000.0,8,1,3.7,960,30,1,2024,14.0,1031.0,6.0,8.1,45000.0,8.0
14,11.0,74.9,1031.0,6.0,8.1,45000.0,8,1,4.0,1020,30,1,2024,15.0,1032.0,2.0,7.8,45000.0,8.0
15,10.0,76.4,1032.0,2.0,7.8,45000.0,8,1,4.0,1080,30,1,2024,14.0,1033.0,3.0,7.8,40000.0,8.0
14,6.0,75.9,1033.0,3.0,7.8,40000.0,8,1,3.9,1140,30,1,2024,13.0,1034.0,6.0,7.7,40000.0,8.0
13,8.0,75.4,1034.0,6.0,7.7,40000.0,8,1,3.7,1200,30,1,2024,13.0,1034.0,3.0,7.7,35000.0,8.0
13,8.0,73.2,1034.0,3.0,7.7,35000.0,8,1,3.3,1260,30,1,2024,13.0,1034.0,3.0,7.3,40000.0,8.0
13,9.0,72.5,1034.0,3.0,7.3,40000.0,8,1,2.8,1320,30,1,2024,15.0,1034.0,2.0,7.5,35000.0,8.0
15,6.0,69.0,1034.0,2.0,7.5,35000.0,8,1,2.3,1380,30,1,2024,14.0,1034.0,2.0,7.4,35000.0,8.0
14,6.0,70.5,1034.0,2.0,7.4,35000.0,8,1,2.5,0,31,1,2024,12.0,1034.0,3.0,6.7,35000.0,8.0
12,10.0,74.6,1034.0,3.0,6.7,35000.0,8,1,2.6,60,31,1,2024,10.0,1033.0,7.0,7.1,50000.0,8.0
10,11.0,69.9,1033.0,7.0,7.1,50000.0,8,0,2.1,120,31,1,2024,11.0,1033.0,7.0,6.8,40000.0,8.0
11,11.0,73.1,1033.0,7.0,6.8,40000.0,8,0,2.4,180,31,1,2024,10.0,1033.0,7.0,6.7,55000.0,8.0
10,10.0,70.4,1033.0,7.0,6.7,55000.0,8,0,1.8,240,31,1,2024,10.0,1033.0,8.0,6.7,65000.0,8.0
10,14.0,68.3,1033.0,8.0,6.7,65000.0,8,0,1.4,300,31,1,2024,11.0,1033.0,9.0,6.6,55000.0,8.0
11,15.0,67.8,1033.0,9.0,6.6,55000.0,8,0,1.2,360,31,1,2024,10.0,1032.0,9.0,6.7,50000.0,8.0
10,16.0,67.2,1032.0,9.0,6.7,50000.0,8,0,1.2,420,31,1,2024,10.0,1032.0,8.0,6.8,50000.0,8.0
10,13.0,68.4,1032.0,8.0,6.8,50000.0,8,0,1.5,480,31,1,2024,11.0,1032.0,10.0,7.1,45000.0,8.0
11,14.0,70.0,1032.0,10.0,7.1,45000.0,8,0,2.1,540,31,1,2024,11.0,1031.0,14.0,7.5,45000.0,8.0
11,21.0,68.0,1031.0,14.0,7.5,45000.0,8,0,2.1,600,31,1,2024,11.0,1031.0,18.0,7.7,45000.0,8.0
11,28.0,66.6,1031.0,18.0,7.7,45000.0,8,0,2.0,660,31,1,2024,11.0,1030.0,14.0,8.1,40000.0,8.0
11,30.0,65.3,1030.0,14.0,8.1,40000.0,8,0,2.1,720,31,1,2024,10.0,1029.0,13.0,9.0,40000.0,8.0
10,21.0,65.1,1029.0,13.0,9.0,40000.0,8,0,2.9,780,31,1,2024,10.0,1027.0,15.0,9.9,40000.0,8.0
10,23.0,66.7,1027.0,15.0,9.9,40000.0,8,0,4.1,840,31,1,2024,10.0,1027.0,17.0,10.5,35000.0,8.0
10,26.0,72.3,1027.0,17.0,10.5,35000.0,8,0,5.8,900,31,1,2024,10.0,1026.0,16.0,10.0,30000.0,8.0
10,28.0,79.6,1026.0,16.0,10.0,30000.0,8,0,6.7,960,31,1,2024,10.0,1026.0,16.0,10.0,30000.0,8.0
10,28.0,79.6,1026.0,16.0,10.0,30000.0,8,0,6.7,960,31,1,2024,10.0,1026.0,16.0,9.9,30000.0,8.0
10,25.0,84.8,1026.0,16.0,9.9,30000.0,8,0,7.5,1020,31,1,2024,11.0,1025.0,15.0,10.7,30000.0,8.0
11,22.0,86.1,1025.0,15.0,10.7,30000.0,8,0,8.5,1080,31,1,2024,10.0,1024.0,16.0,11.4,30000.0,8.0
10,28.0,83.9,1024.0,16.0,11.4,30000.0,8,0,8.8,1140,31,1,2024,11.0,1025.0,16.0,11.9,30000.0,8.0
11,26.0,79.9,1025.0,16.0,11.9,30000.0,8,0,8.6,1200,31,1,2024,12.0,1025.0,19.0,11.6,9000.0,11.0
12,30.0,81.6,1025.0,19.0,11.6,9000.0,11,0,8.6,1260,31,1,2024,12.0,1026.0,13.0,10.6,15000.0,11.0
12,23.0,92.1,1026.0,13.0,10.6,15000.0,11,1,9.4,1320,31,1,2024,12.0,1026.0,13.0,10.5,30000.0,12.0
12,21.0,92.8,1026.0,13.0,10.5,30000.0,12,1,9.4,1380,31,1,2024,12.0,1027.0,10.0,10.5,11000.0,8.0
12,19.0,92.2,1027.0,10.0,10.5,11000.0,8,1,9.3,0,1,2,2024,12.0,1027.0,9.0,10.5,50000.0,8.0
12,14.0,92.2,1027.0,9.0,10.5,50000.0,8,1,9.3,60,1,2,2024,15.0,1028.0,7.0,9.1,50000.0,8.0
15,15.0,84.1,1028.0,7.0,9.1,50000.0,8,1,6.6,120,1,2,2024,16.0,1029.0,8.0,8.4,30000.0,8.0
16,17.0,77.2,1029.0,8.0,8.4,30000.0,8,1,4.7,180,1,2,2024,16.0,1030.0,5.0,7.0,23000.0,2.0
16,14.0,76.8,1030.0,5.0,7.0,23000.0,2,1,3.3,240,1,2,2024,15.0,1031.0,5.0,6.2,21000.0,7.0
15,10.0,75.7,1031.0,5.0,6.2,21000.0,7,1,2.3,300,1,2,2024,14.0,1032.0,5.0,5.1,19000.0,0.0
14,8.0,77.0,1032.0,5.0,5.1,19000.0,0,1,1.5,360,1,2,2024,14.0,1032.0,5.0,4.6,17000.0,0.0
14,7.0,78.8,1032.0,5.0,4.6,17000.0,0,1,1.3,420,1,2,2024,13.0,1033.0,3.0,4.3,17000.0,1.0
13,6.0,79.8,1033.0,3.0,4.3,17000.0,1,1,1.2,480,1,2,2024,14.0,1034.0,5.0,4.6,17000.0,1.0
14,8.0,78.8,1034.0,5.0,4.6,17000.0,1,1,1.3,540,1,2,2024,12.0,1034.0,7.0,6.0,17000.0,1.0
12,11.0,77.8,1034.0,7.0,6.0,17000.0,1,1,2.5,600,1,2,2024,13.0,1035.0,7.0,7.0,16000.0,1.0
13,11.0,66.9,1035.0,7.0,7.0,16000.0,1,1,1.4,660,1,2,2024,13.0,1035.0,8.0,8.4,20000.0,1.0
13,11.0,61.1,1035.0,8.0,8.4,20000.0,1,1,1.5,720,1,2,2024,13.0,1034.0,6.0,9.4,25000.0,1.0
13,13.0,60.0,1034.0,6.0,9.4,25000.0,1,1,2.2,780,1,2,2024,13.0,1034.0,8.0,10.1,30000.0,1.0
13,13.0,56.8,1034.0,8.0,10.1,30000.0,1,0,2.1,840,1,2,2024,12.0,1034.0,9.0,9.6,30000.0,1.0
12,14.0,58.4,1034.0,9.0,9.6,30000.0,1,0,2.0,900,1,2,2024,12.0,1034.0,8.0,8.4,30000.0,1.0
12,16.0,60.7,1034.0,8.0,8.4,30000.0,1,0,1.4,960,1,2,2024,12.0,1034.0,8.0,8.4,30000.0,1.0
12,16.0,60.7,1034.0,8.0,8.4,30000.0,1,0,1.4,960,1,2,2024,13.0,1034.0,5.0,8.2,29000.0,0.0
13,11.0,61.4,1034.0,5.0,8.2,29000.0,0,0,1.4,1020,1,2,2024,11.0,1034.0,7.0,7.1,27000.0,2.0
11,10.0,66.4,1034.0,7.0,7.1,27000.0,2,0,1.4,1080,1,2,2024,11.0,1034.0,8.0,6.5,26000.0,2.0
11,18.0,70.4,1034.0,8.0,6.5,26000.0,2,0,1.6,1140,1,2,2024,10.0,1034.0,8.0,6.0,24000.0,0.0
10,13.0,72.3,1034.0,8.0,6.0,24000.0,0,0,1.5,1200,1,2,2024,10.0,1033.0,6.0,5.2,20000.0,0.0
10,17.0,77.1,1033.0,6.0,5.2,20000.0,0,0,1.6,1260,1,2,2024,10.0,1033.0,8.0,4.7,18000.0,0.0
10,13.0,79.4,1033.0,8.0,4.7,18000.0,0,0,1.5,1320,1,2,2024,10.0,1033.0,7.0,4.4,16000.0,0.0
10,13.0,81.6,1033.0,7.0,4.4,16000.0,0,0,1.6,1380,1,2,2024,10.0,1032.0,8.0,3.9,16000.0,0.0
10,11.0,86.5,1032.0,8.0,3.9,16000.0,0,0,1.9,0,2,2,2024,11.0,1032.0,9.0,4.0,16000.0,0.0
11,15.0,88.4,1032.0,9.0,4.0,16000.0,0,0,2.3,60,2,2,2024,11.0,1031.0,11.0,4.6,18000.0,2.0
